ward_spatial,longitude,latitude
3,-87.61804174,41.79646364
13,-87.74177617,41.77493468
15,-87.66739569,41.7833347
16,-87.66520579,41.78411178
15,-87.67060847,41.7778606
17,-87.65697928,41.76838654
16,-87.6417518,41.79018897
20,-87.63432666,41.78337648
16,-87.65372147,41.78663901
17,-87.65498201,41.76478142
7,-87.55061043,41.75495537
10,-87.54701103,41.74115315
8,-87.60831226,41.7268189
16,-87.65200496,41.79044488
16,-87.66342403,41.78228858
5,-87.59159494,41.77179228
6,-87.63422769,41.76238688
17,-87.66899037,41.76343407
10,-87.54333399,41.74145159
8,-87.60995437,41.72679154
21,-87.6420261,41.73523671
9,-87.62376408,41.70365177
21,-87.6577668,41.70009176
21,-87.65773444,41.69334534
21,-87.6441548,41.72426282
19,-87.66374365,41.71682658
10,-87.5673462,41.67383214
9,-87.63521328,41.66783605
37,-87.74854603,41.88807584
24,-87.71849592,41.85729935
27,-87.70397879,41.88447446
24,-87.71726692,41.87146178
24,-87.70909518,41.87248047
28,-87.7369809,41.87668513
28,-87.73368646,41.87633714
4,-87.60913312,41.83315886
14,-87.71649692,41.80511535
10,-87.5384183,41.72263233
9,-87.6267846,41.70763552
21,-87.64819437,41.68917472
9,-87.62628089,41.68735659
10,-87.56814508,41.68186224
10,-87.56565712,41.67605948
9,-87.61734923,41.67461982
10,-87.54421722,41.68250419
37,-87.75821727,41.88866707
24,-87.7315967,41.86451581
27,-87.71707376,41.89163603
27,-87.69844466,41.88337114
28,-87.71010975,41.87481051
28,-87.73443434,41.87671533
27,-87.68043205,41.89052709
35,-87.69083754,41.93408648
28,-87.70874229,41.88511447
27,-87.70353805,41.89132677
27,-87.69540104,41.87621396
28,-87.739589,41.87897075
27,-87.66888126,41.8893447
47,-87.68828215,41.93915522
32,-87.68745161,41.93865804
37,-87.76114991,41.88120794
24,-87.73557457,41.87235899
28,-87.68658083,41.87252103
28,-87.72250549,41.87556838
2,-87.63106219,41.90675994
27,-87.64402517,41.89161436
9,-87.62910579,41.68099533
8,-87.59408642,41.72917701
8,-87.58584248,41.72793468
13,-87.7643835,41.77461707
4,-87.60862075,41.81882316
3,-87.61053753,41.81285717
15,-87.66766091,41.78542779
15,-87.6699853,41.78162319
16,-87.68120248,41.76978021
16,-87.64341139,41.77560142
20,-87.6117611,41.78377976
20,-87.62806092,41.793559
20,-87.63953073,41.78461909
6,-87.6300911,41.76272451
6,-87.6387082,41.75665569
6,-87.64106931,41.74728747
10,-87.61488668,41.64615789
10,-87.55376978,41.73608154
10,-87.55306136,41.7248539
21,-87.66446142,41.73002991
21,-87.64255676,41.71096159
9,-87.62164324,41.67777603
21,-87.63724738,41.67180501
10,-87.53800528,41.6805808
10,-87.54346943,41.73703699
7,-87.557947,41.73714901
10,-87.55315986,41.73496275
21,-87.63152688,41.73352282
10,-87.56738817,41.67721245
7,-87.56411811,41.72051182
19,-87.67200612,41.70838244
9,-87.62493383,41.68323091
10,-87.60049098,41.64954193
10,-87.56448296,41.65036523
10,-87.53735269,41.70761773
21,-87.65951846,41.72706223
21,-87.64109049,41.67904392
9,-87.63714898,41.66978228
10,-87.55926762,41.69240165
10,-87.54823181,41.67565133
10,-87.54989533,41.65987227
20,-87.63295671,41.80199562
3,-87.62557109,41.80807714
23,-87.73383889,41.76918156
16,-87.67542612,41.77730931
17,-87.67541209,41.76725255
6,-87.60614886,41.77232806
20,-87.61530057,41.78133242
20,-87.6320891,41.79246081
20,-87.63966063,41.78321364
20,-87.63348695,41.78566405
16,-87.66055186,41.79213815
16,-87.65123879,41.78071488
8,-87.59019108,41.76474004
6,-87.61326208,41.75939254
17,-87.64203208,41.75384672
17,-87.67010841,41.75984229
7,-87.56304919,41.74922412
7,-87.5532101,41.74887014
8,-87.59772485,41.72932838
21,-87.63587725,41.73273161
10,-87.56047828,41.70344041
12,-87.71004747,41.82315609
25,-87.67262285,41.85379377
3,-87.62884534,41.8642768
11,-87.64652889,41.83355954
11,-87.66190256,41.82845286
21,-87.63901087,41.73270494
10,-87.57010372,41.69455633
21,-87.63856071,41.69266994
21,-87.65499068,41.69246551
10,-87.55333359,41.72486253
9,-87.63020136,41.72036103
9,-87.62166061,41.71291967
10,-87.56865343,41.68182414
10,-87.56991143,41.67524487
10,-87.53250009,41.68471358
32,-87.68099886,41.92329416
27,-87.72170869,41.90050567
29,-87.76792745,41.88391567
24,-87.70473937,41.8642138
28,-87.713777,41.87597639
1,-87.66456795,41.89273478
10,-87.60206173,41.6498463
9,-87.62951308,41.72085034
9,-87.62932735,41.68952573
9,-87.62562304,41.68345227
9,-87.62222656,41.68647499
9,-87.61441688,41.68361086
10,-87.56855475,41.67388333
21,-87.63780923,41.67341416
10,-87.54556228,41.65489712
11,-87.65505644,41.83418705
12,-87.70817719,41.81260175
21,-87.65942421,41.69742012
21,-87.65850972,41.67467469
10,-87.54999705,41.71666325
21,-87.63086273,41.68263154
10,-87.56742378,41.68008499
10,-87.53811349,41.6752635
7,-87.56262197,41.72228358
10,-87.53491006,41.71739239
19,-87.66492963,41.71764506
9,-87.62478901,41.67851146
9,-87.6093977,41.65837624
10,-87.59822273,41.64978405
9,-87.62950633,41.72057593
21,-87.66559331,41.68768693
21,-87.64337849,41.67987419
9,-87.62630229,41.68956336
10,-87.56493487,41.67180184
8,-87.60139915,41.73651844
8,-87.58693449,41.72428166
9,-87.62170651,41.69695187
26,-87.71118422,41.91039552
7,-87.56985999,41.71872536
27,-87.65159489,41.88858787
11,-87.63436093,41.85162628
11,-87.653839,41.83429974
20,-87.65583355,41.80444903
20,-87.66395181,41.80289373
20,-87.65472031,41.80171894
20,-87.64319309,41.79872374
13,-87.7832462,41.77607833
4,-87.60798615,41.80970951
6,-87.64277167,41.76967238
20,-87.63325624,41.79147685
16,-87.65807197,41.79022304
15,-87.6774729,41.78902646
8,-87.59359837,41.75923624
7,-87.55182029,41.74673796
10,-87.54455403,41.74191659
24,-87.7287042,41.8702116
29,-87.76690574,41.87921101
24,-87.71579653,41.86597472
24,-87.71069657,41.85955846
24,-87.72077135,41.85551987
24,-87.69354059,41.85803147
27,-87.70610568,41.89236933
27,-87.69462854,41.87771238
24,-87.70465635,41.86710515
29,-87.81177453,41.9382328
12,-87.69272759,41.83247404
3,-87.62025582,41.8573307
34,-87.65616685,41.87052693
32,-87.66209836,41.91121245
32,-87.6868588,41.92664684
10,-87.53804657,41.71748415
9,-87.62869278,41.70826458
21,-87.65801634,41.68777557
21,-87.63304186,41.6836544
9,-87.62548485,41.67893215
21,-87.63605545,41.67213647
22,-87.70859395,41.83548188
12,-87.70644375,41.8232127
11,-87.63495556,41.85562367
28,-87.66367065,41.86874376
11,-87.63088961,41.84080943
3,-87.62805339,41.83057828
18,-87.71450635,41.7562767
10,-87.59822753,41.64989283
21,-87.65134568,41.67913183
9,-87.618211,41.67854523
10,-87.56865256,41.68175555
10,-87.56685439,41.67519963
21,-87.63373352,41.67480794
3,-87.61564031,41.81558739
15,-87.64085077,41.80921167
15,-87.66588958,41.78375966
16,-87.65213443,41.76856288
4,-87.5922005,41.800132
20,-87.59995979,41.78273408
16,-87.64409441,41.7858586
16,-87.64549639,41.79301495
16,-87.65616571,41.78082
17,-87.64947692,41.74064336
8,-87.59510565,41.75088678
19,-87.69811348,41.69399572
8,-87.58646905,41.72620068
7,-87.56291345,41.70535235
10,-87.56211103,41.69141915
32,-87.67347635,41.93048862
24,-87.72662943,41.87027326
24,-87.70961196,41.8642639
24,-87.70502126,41.85594454
24,-87.71914915,41.87036175
24,-87.72068608,41.86970617
21,-87.64932294,41.73464588
9,-87.63429633,41.70821288
21,-87.6572438,41.68636786
21,-87.63679419,41.6795516
10,-87.56686668,41.67618748
10,-87.56736312,41.67519578
10,-87.56685692,41.67540542
10,-87.56493561,41.67425388
10,-87.54023166,41.64988411
11,-87.6552998,41.81925506
20,-87.65170888,41.79877952
16,-87.65097825,41.79761298
3,-87.63220349,41.82285577
3,-87.63216294,41.8214927
16,-87.66487292,41.7715738
6,-87.62299748,41.77209876
16,-87.64169236,41.78788958
16,-87.64778145,41.78834716
5,-87.59669782,41.76526876
6,-87.60246801,41.75889202
8,-87.5904287,41.75791497
17,-87.64137719,41.75566425
6,-87.64324141,41.74676231
7,-87.55798745,41.74571953
7,-87.57278024,41.7133935
21,-87.65483602,41.69337857
20,-87.65523719,41.7998846
3,-87.61734005,41.81343128
3,-87.61427348,41.81322576
15,-87.6681015,41.77437298
6,-87.63898165,41.77009423
6,-87.63564898,41.76821323
16,-87.65021293,41.78824449
16,-87.64933003,41.78111229
5,-87.57223347,41.76575405
7,-87.56721455,41.75766927
8,-87.59003645,41.7589744
17,-87.65504374,41.74093146
30,-87.78512624,41.94358317
40,-87.67424632,41.9851787
36,-87.7348838,41.90894594
37,-87.76016974,41.89228538
24,-87.7327022,41.85810385
24,-87.72293142,41.86094504
27,-87.71101507,41.89319102
27,-87.70671566,41.89170755
27,-87.69950202,41.88573579
28,-87.69575765,41.87441957
28,-87.73225348,41.87583054
22,-87.7265017,41.8394332
9,-87.64093179,41.65991613
10,-87.54587758,41.72800318
21,-87.65482658,41.73309925
21,-87.65864686,41.71306503
9,-87.61947288,41.72149186
21,-87.63113012,41.68677373
6,-87.61088017,41.76110775
17,-87.65369423,41.76216216
6,-87.64314988,41.74676351
21,-87.64238136,41.74058841
7,-87.56515601,41.76049377
7,-87.55957823,41.73740001
8,-87.60542902,41.72528782
21,-87.63533032,41.73138032
21,-87.63173577,41.70406393
9,-87.62419011,41.70089871
9,-87.62913465,41.69368595
9,-87.62349635,41.69427372
34,-87.64925454,41.87832061
25,-87.64714209,41.85416912
15,-87.69357965,41.80806476
14,-87.68624734,41.79814393
14,-87.73776007,41.81589242
18,-87.68954441,41.75839204
18,-87.6900787,41.75894056
21,-87.65941667,41.7226782
7,-87.56182855,41.72229326
10,-87.56864913,41.68148128
9,-87.61621983,41.67664618
10,-87.53804193,41.69097304
13,-87.75284233,41.77469028
23,-87.71668236,41.77464483
6,-87.61143911,41.77175762
5,-87.59204563,41.79057423
16,-87.64224041,41.7890804
20,-87.63509764,41.7885287
20,-87.63437878,41.78746739
6,-87.64274604,41.7614308
17,-87.65080158,41.76408853
17,-87.65367849,41.7615453
17,-87.65192197,41.76043581
8,-87.59611896,41.74524194
9,-87.61994166,41.69682787
9,-87.62284847,41.69560902
36,-87.68765731,41.89910779
26,-87.71898864,41.90753135
14,-87.7103033,41.80046613
14,-87.7048465,41.78416372
18,-87.72147961,41.75448245
21,-87.65199192,41.69379993
10,-87.5512092,41.71136326
9,-87.62755937,41.71108546
21,-87.6472135,41.68036783
9,-87.62445358,41.69139859
9,-87.61746105,41.68879986
10,-87.54472933,41.68323702
35,-87.71864303,41.9341255
36,-87.69761967,41.89659033
37,-87.75910618,41.90006465
37,-87.75324559,41.88789982
24,-87.73690127,41.86665181
29,-87.76424445,41.8741376
24,-87.71836451,41.85693301
24,-87.70527053,41.86477091
28,-87.73025485,41.88495279
28,-87.72805795,41.8843424
28,-87.72965101,41.8828894
27,-87.72063775,41.88919659
28,-87.71003893,41.88209054
27,-87.69708591,41.88172543
27,-87.6966226,41.87967224
28,-87.70243906,41.87305204
27,-87.65686568,41.89816306
12,-87.68790862,41.82726626
27,-87.65717032,41.88873035
25,-87.64507458,41.85624414
11,-87.63226905,41.84969818
11,-87.66827498,41.83530839
14,-87.71672771,41.80606066
32,-87.67177017,41.93548973
37,-87.73196814,41.89957583
37,-87.75745425,41.88951618
24,-87.73319967,41.8599496
24,-87.72528218,41.85778465
28,-87.74260852,41.89257675
28,-87.74223839,41.89258299
37,-87.72517527,41.89407668
27,-87.69978568,41.88131903
28,-87.70118221,41.86797193
24,-87.71633903,41.87286598
1,-87.67770879,41.90437474
27,-87.63705531,41.90148641
12,-87.70835992,41.82499595
11,-87.65490878,41.83089291
11,-87.64568197,41.82755703
4,-87.62023172,41.83270438
20,-87.6468382,41.80364467
16,-87.66629428,41.79908251
16,-87.66797799,41.79744963
20,-87.65179704,41.80248713
16,-87.64592498,41.79629277
20,-87.64372233,41.79947008
20,-87.63455749,41.79476672
23,-87.72288174,41.76846573
3,-87.6242544,41.81966866
17,-87.6751602,41.76816345
16,-87.64854048,41.77045305
16,-87.64722066,41.76603587
20,-87.61460978,41.77349793
20,-87.62178104,41.78682537
16,-87.64935663,41.78229016
6,-87.63801937,41.75827335
17,-87.66154992,41.76468098
17,-87.64920791,41.74945548
17,-87.64543622,41.74279368
6,-87.61930151,41.74573152
7,-87.56097946,41.76073997
7,-87.55859038,41.75069733
8,-87.61080654,41.73538243
9,-87.60755917,41.70208228
9,-87.64090083,41.65909286
2,-87.63181884,41.90654269
42,-87.62757729,41.89897445
2,-87.61578208,41.89468031
34,-87.65313792,41.88092108
3,-87.6298682,41.86575194
18,-87.69250835,41.75834379
47,-87.67493847,41.96787587
28,-87.66574805,41.86275949
25,-87.66458778,41.84849636
11,-87.63246699,41.8353556
1,-87.69593159,41.92003147
27,-87.66073995,41.91016994
28,-87.68471943,41.86637418
28,-87.65610977,41.8658851
11,-87.65176236,41.83889577
11,-87.66470977,41.83298156
11,-87.63562092,41.83582872
9,-87.61181193,41.69665483
21,-87.64003275,41.70623745
21,-87.62944917,41.70005985
21,-87.63111188,41.69912841
21,-87.65917119,41.67345385
9,-87.63570315,41.661226
10,-87.55315652,41.73482543
15,-87.68832145,41.80346752
26,-87.69607351,41.90856097
26,-87.69485496,41.90853795
24,-87.7081377,41.85520136
28,-87.69211162,41.86083244
28,-87.74487047,41.89381193
27,-87.71292584,41.89282924
27,-87.70353936,41.88682241
28,-87.72398943,41.87736443
24,-87.72053769,41.86680773
12,-87.68776519,41.8253793
3,-87.62495192,41.84873031
11,-87.66255058,41.82813362
41,-87.86399439,41.97358705
15,-87.68295096,41.80725103
16,-87.66677729,41.79804705
20,-87.64680262,41.80221147
16,-87.64655459,41.79539728
20,-87.64248099,41.79839225
18,-87.70483522,41.74947882
18,-87.70064442,41.74226619
16,-87.67248712,41.78456804
17,-87.66671764,41.76932594
16,-87.66205718,41.7766723
6,-87.63535553,41.7763769
5,-87.59178858,41.76798473
5,-87.59069799,41.76915899
17,-87.6501074,41.76423569
36,-87.78004225,41.91798331
24,-87.73334689,41.86471949
24,-87.72984692,41.86582103
24,-87.72402034,41.8572068
27,-87.69835128,41.88452109
27,-87.70258177,41.88129256
27,-87.69058345,41.87995773
28,-87.69801665,41.86725141
37,-87.75850534,41.89819688
29,-87.77170967,41.88930696
37,-87.75452846,41.88944716
24,-87.72912417,41.86375329
27,-87.70562203,41.8936098
27,-87.69737308,41.88224189
24,-87.70484075,41.87161428
24,-87.70668585,41.87316476
28,-87.73409467,41.87489705
24,-87.74299404,41.87266262
27,-87.66015222,41.89556623
16,-87.68456336,41.78089717
40,-87.67191472,41.97457053
27,-87.71726631,41.89794882
24,-87.72528538,41.85789163
24,-87.71682051,41.86059114
24,-87.71367285,41.86028024
24,-87.71921268,41.85839452
24,-87.72321441,41.85414639
28,-87.69636663,41.87131606
28,-87.69993504,41.86713346
36,-87.75123116,41.91551974
35,-87.71174377,41.94099605
1,-87.69352408,41.93012946
37,-87.74677831,41.89020277
24,-87.72523368,41.8561397
24,-87.72522761,41.85593394
24,-87.70755867,41.85953593
24,-87.71240862,41.85874321
28,-87.72997298,41.88703918
28,-87.72938397,41.88648128
27,-87.68943726,41.88351267
28,-87.70507612,41.88005048
24,-87.70804583,41.87249296
27,-87.66982166,41.88752618
3,-87.62472353,41.84907843
10,-87.56999812,41.67486277
15,-87.68289226,41.8013921
3,-87.62161043,41.80605734
3,-87.61764248,41.80316346
17,-87.65933249,41.76555563
16,-87.65271758,41.77113093
16,-87.64737326,41.77215889
20,-87.59736025,41.78139911
20,-87.61783229,41.7866782
16,-87.653809,41.78631935
16,-87.65123025,41.78037371
8,-87.58644363,41.75541
17,-87.65135634,41.7393964
9,-87.61682955,41.69852341
9,-87.6187467,41.6975101
24,-87.75368851,41.87079621
24,-87.70944887,41.85853527
25,-87.6942161,41.85714529
28,-87.73749256,41.88099339
27,-87.69927296,41.88132463
27,-87.69481262,41.88263129
27,-87.69208649,41.87955907
24,-87.7211067,41.87194478
1,-87.67332835,41.90854892
39,-87.72602452,41.9708018
28,-87.66587651,41.86308679
11,-87.67413282,41.83105521
12,-87.68038935,41.82835852
11,-87.63966122,41.83071079
4,-87.60458576,41.82672286
18,-87.68885079,41.75874643
29,-87.80138639,41.93250402
10,-87.54730444,41.73069455
10,-87.5636815,41.64945125
9,-87.62473488,41.67700936
10,-87.53623244,41.72218163
10,-87.53810178,41.71560633
21,-87.6434072,41.71351389
9,-87.62391248,41.70830904
9,-87.61921177,41.67872394
10,-87.56683822,41.67389637
15,-87.68052921,41.80819428
16,-87.66632873,41.80042678
16,-87.6638751,41.79996127
16,-87.66147169,41.80069963
16,-87.64836014,41.79574155
11,-87.64534025,41.8149735
16,-87.67299624,41.77722554
16,-87.65283028,41.77937355
16,-87.6433847,41.77456148
6,-87.63411224,41.77783143
6,-87.62802953,41.77429155
20,-87.6260279,41.79335073
20,-87.62863394,41.78361505
5,-87.59850607,41.76123354
8,-87.59205728,41.76392777
17,-87.64077473,41.75265013
17,-87.64520681,41.76221863
17,-87.6458152,41.7589584
14,-87.71923394,41.82269586
12,-87.67746449,41.82977816
23,-87.7151233,41.78124963
10,-87.61670984,41.65093111
10,-87.55842127,41.72156795
10,-87.57092715,41.6771869
21,-87.63616167,41.67545071
27,-87.68173124,41.87877035
25,-87.67706138,41.85830436
20,-87.62932561,41.80970281
15,-87.66537818,41.80928951
16,-87.66796537,41.79696931
20,-87.64437928,41.79836172
3,-87.61741711,41.80188838
13,-87.80036,41.77701267
16,-87.66606806,41.79076585
16,-87.67199904,41.78554868
15,-87.66702064,41.78049898
16,-87.68249194,41.77365893
16,-87.66510885,41.77818924
17,-87.67209349,41.76938139
16,-87.65982551,41.77251553
17,-87.65558726,41.76840757
17,-87.66175547,41.76551822
6,-87.64125169,41.76924448
6,-87.61671323,41.76965523
20,-87.60155535,41.78166533
16,-87.64416132,41.78955381
20,-87.63417007,41.78854599
16,-87.65325471,41.79183456
5,-87.59962442,41.76124983
8,-87.59179619,41.76262878
17,-87.65595519,41.75983039
21,-87.62472867,41.7406012
28,-87.75489459,41.88518379
28,-87.74633716,41.88559808
24,-87.72168379,41.86012525
28,-87.69996498,41.86809441
28,-87.69439586,41.86906572
24,-87.72410675,41.87229569
19,-87.67844533,41.68876962
10,-87.59964764,41.65121778
10,-87.54868959,41.71761819
21,-87.65592108,41.69008881
9,-87.61520378,41.67466964
8,-87.60370855,41.73275166
8,-87.5881706,41.72658064
9,-87.61994697,41.69703212
27,-87.67654,41.88703562
22,-87.72743182,41.85114334
15,-87.66598698,41.81392861
16,-87.66990256,41.79776488
16,-87.66870826,41.79844537
20,-87.65554811,41.80658694
23,-87.72529529,41.76868429
16,-87.65038347,41.77473659
6,-87.61420877,41.77248596
20,-87.6228615,41.79146015
6,-87.63307938,41.76507458
17,-87.64201187,41.75307485
20,-87.6395449,41.78373097
20,-87.63862173,41.78196937
6,-87.61327263,41.75986566
17,-87.64265401,41.75839604
17,-87.63714349,41.75451188
17,-87.66012135,41.76340653
7,-87.54879992,41.74604784
10,-87.5322474,41.73769393
1,-87.69344572,41.92905677
11,-87.64578795,41.83227274
20,-87.63071206,41.81528017
15,-87.66041766,41.8118919
15,-87.66721481,41.81461941
16,-87.67831058,41.79823455
16,-87.666765,41.79752984
20,-87.64720678,41.80364003
16,-87.6618693,41.79614744
3,-87.61982142,41.79927325
4,-87.59667571,41.81527519
17,-87.672095,41.76944998
17,-87.657022,41.76979915
6,-87.62783168,41.7677149
20,-87.61119251,41.78007685
20,-87.59934511,41.77367155
16,-87.64426263,41.79330098
20,-87.63882798,41.78411819
20,-87.62990389,41.7827729
16,-87.65790589,41.78380589
16,-87.65618041,41.78395806
8,-87.60072054,41.75280651
8,-87.58985413,41.75556119
6,-87.63550443,41.76372522
17,-87.65560272,41.7425961
6,-87.64239873,41.74360402
7,-87.55923954,41.74797498
32,-87.67619609,41.92381357
28,-87.75489703,41.8852521
24,-87.7396774,41.86979643
24,-87.72845117,41.8647664
24,-87.73202579,41.85850182
21,-87.62840116,41.69848358
41,-87.80828031,41.97921779
29,-87.80831015,41.93735169
16,-87.66317543,41.79967492
16,-87.64701562,41.79575804
4,-87.60532303,41.8166069
15,-87.67125372,41.78376085
16,-87.6825102,41.77433145
16,-87.68174526,41.77071473
6,-87.61343589,41.76896063
16,-87.64376742,41.78314051
20,-87.62996999,41.78666933
20,-87.63347957,41.783862
16,-87.65194603,41.78821773
6,-87.60833567,41.76475359
6,-87.60930584,41.75886387
6,-87.63301236,41.76202803
6,-87.63418347,41.76081531
17,-87.64838892,41.76463136
17,-87.65122578,41.76051346
8,-87.59383886,41.74817955
7,-87.55799608,41.74617601
6,-87.61708119,41.72953097
7,-87.56243646,41.70777126
27,-87.63916133,41.90318796
22,-87.71510067,41.83678434
12,-87.68937175,41.8235789
16,-87.64296863,41.79017868
16,-87.64945655,41.78598356
17,-87.65747873,41.75285034
6,-87.63646199,41.74553799
21,-87.63572212,41.73833254
9,-87.61286884,41.70639841
21,-87.63670529,41.70632799
9,-87.62622124,41.70465701
21,-87.65661264,41.69647228
21,-87.66135058,41.6931542
37,-87.72259165,41.88940912
24,-87.71909813,41.86757634
28,-87.73738801,41.87436815
15,-87.67422892,41.80402008
16,-87.66797979,41.79751825
20,-87.6494137,41.80088175
20,-87.63405415,41.8088376
16,-87.64772231,41.76567226
6,-87.63366513,41.77232665
15,-87.68094893,41.79269246
8,-87.59352905,41.75804909
8,-87.58644626,41.7555129
8,-87.5896044,41.75392425
5,-87.6059705,41.76558895
5,-87.6059705,41.76558895
17,-87.65315036,41.76103273
17,-87.6523417,41.75676299
17,-87.65335316,41.74901586
22,-87.71537506,41.83677939
27,-87.68299919,41.87948201
11,-87.63782553,41.85111624
11,-87.65614758,41.84613108
38,-87.83613255,41.94720562
8,-87.60681166,41.72592991
10,-87.56359219,41.70379952
16,-87.64064706,41.79465657
4,-87.60458988,41.80497655
17,-87.6702666,41.76571065
16,-87.65408186,41.77671119
6,-87.63902692,41.77762717
20,-87.61279974,41.77732228
20,-87.63736781,41.78376693
16,-87.66298142,41.79283807
15,-87.67627114,41.7896419
5,-87.59666112,41.76379005
17,-87.65251511,41.73732691
7,-87.55788525,41.73990247
19,-87.70978598,41.68633619
9,-87.62283183,41.69504358
21,-87.65889525,41.6937145
21,-87.63703048,41.73029998
21,-87.64609846,41.70562811
21,-87.65730092,41.67496726
10,-87.54542833,41.73611728
19,-87.66161177,41.71271174
9,-87.61955205,41.71065455
9,-87.62254634,41.68647177
9,-87.61961676,41.6638268
10,-87.54024134,41.65749372
35,-87.69580338,41.93914303
6,-87.64396389,41.76244512
17,-87.64586181,41.76079862
7,-87.54393473,41.74548967
10,-87.54210041,41.74033171
19,-87.70081592,41.70144235
15,-87.6737381,41.80499796
16,-87.66384941,41.79897648
4,-87.60136875,41.813948
16,-87.64736467,41.77181704
6,-87.63798772,41.77555052
20,-87.60979707,41.78010194
20,-87.61349431,41.78053507
16,-87.65633633,41.79004186
16,-87.64777791,41.78820992
5,-87.58796876,41.7739696
17,-87.65597997,41.76438158
17,-87.65469365,41.7607587
17,-87.64832126,41.74192474
10,-87.55994862,41.70136582
9,-87.62268181,41.70691454
9,-87.60792398,41.70035247
15,-87.67297971,41.80262103
20,-87.63261146,41.81285861
20,-87.65832473,41.8011448
20,-87.63117433,41.80382856
16,-87.65289633,41.77794722
17,-87.65578808,41.76913002
20,-87.62290437,41.79307395
20,-87.62497551,41.78346425
16,-87.64180896,41.79242175
16,-87.64232396,41.78484262
16,-87.65203236,41.79148049
16,-87.65861452,41.78228214
6,-87.6305829,41.76220237
17,-87.65452397,41.76478847
17,-87.66258039,41.76375729
18,-87.68267989,41.76025104
6,-87.63744636,41.74593702
8,-87.60311035,41.72987559
9,-87.60402263,41.69707694
27,-87.63922768,41.90349209
42,-87.63831408,41.89514729
34,-87.65313634,41.88077835
25,-87.65059115,41.86105189
11,-87.64750773,41.83854253
19,-87.70949668,41.70422776
9,-87.6153763,41.70756158
9,-87.62578223,41.69593429
21,-87.6535646,41.69248261
21,-87.64280304,41.69365187
7,-87.5593629,41.71922726
9,-87.62668269,41.68553554
21,-87.64101017,41.67553448
8,-87.58576736,41.72467233
9,-87.61898522,41.69965586
38,-87.83643582,41.95235397
45,-87.7687089,41.97207171
39,-87.73772513,41.98211176
15,-87.67390963,41.80149863
16,-87.67046937,41.79958267
16,-87.6716021,41.7966161
16,-87.66744334,41.79669921
15,-87.6416281,41.80555653
20,-87.62711671,41.79576577
4,-87.60985397,41.80424931
16,-87.67667337,41.77837076
20,-87.60910595,41.77477824
20,-87.61175601,41.78357448
20,-87.63583816,41.78290649
20,-87.6299451,41.78576296
16,-87.65641775,41.79313026
17,-87.65075512,41.76226674
7,-87.55987407,41.75949973
7,-87.55060282,41.75211172
7,-87.57295321,41.72286889
8,-87.60157502,41.7365234
8,-87.59577101,41.72737459
8,-87.61048011,41.72769615
9,-87.60427098,41.70340372
16,-87.64175568,41.79034025
16,-87.66053942,41.79165783
16,-87.64549215,41.79285233
16,-87.6586433,41.78530485
15,-87.67452318,41.78925422
5,-87.5866563,41.77191559
6,-87.62910403,41.76209237
17,-87.66066954,41.76157765
17,-87.65081209,41.7645006
17,-87.65247768,41.76204101
17,-87.65187402,41.73943935
6,-87.61098923,41.73720879
7,-87.55784735,41.73742168
21,-87.64314824,41.73401794
43,-87.65738309,41.91782225
24,-87.72626204,41.86934434
24,-87.7196759,41.85763472
28,-87.73458903,41.88102752
27,-87.70554355,41.88306047
28,-87.70143795,41.87992315
24,-87.70355477,41.86673486
24,-87.72276247,41.87279472
47,-87.68838546,41.96411063
43,-87.64584801,41.93137877
24,-87.71309524,41.8581869
25,-87.69238238,41.84856599
28,-87.72933185,41.88704726
27,-87.69492441,41.88345898
28,-87.69732712,41.87221902
28,-87.72508915,41.87592292
24,-87.72170489,41.86959215
27,-87.63702558,41.90070419
11,-87.66050528,41.84207732
11,-87.66045534,41.82788408
14,-87.72998818,41.80093773
26,-87.71231833,41.91038017
26,-87.70344939,41.91417542
24,-87.72545482,41.86359922
24,-87.70351639,41.86554471
24,-87.70442031,41.86162589
28,-87.70798167,41.88385898
24,-87.72494442,41.86954468
24,-87.72379237,41.86736247
27,-87.63573506,41.90096377
22,-87.7301885,41.82789481
28,-87.65759783,41.86839608
21,-87.63030577,41.73314888
21,-87.65158443,41.68669618
9,-87.62801824,41.68910492
9,-87.62692838,41.68682448
10,-87.57010098,41.67576755
9,-87.63645505,41.66890675
21,-87.63881217,41.70591417
21,-87.64377096,41.67103521
21,-87.64476763,41.67991899
10,-87.5693386,41.68069408
10,-87.56858577,41.6763801
10,-87.56736566,41.67540156
20,-87.63193457,41.81339582
20,-87.65610553,41.80820847
20,-87.63288435,41.80199697
14,-87.7107606,41.77546899
3,-87.61937417,41.81723236
3,-87.61181142,41.8099436
15,-87.67063223,41.77964277
15,-87.66991166,41.77771837
16,-87.66365423,41.77291921
16,-87.64867904,41.77592918
20,-87.60199409,41.7785895
20,-87.61358484,41.78444578
16,-87.66084458,41.78342368
16,-87.65175842,41.78084049
17,-87.63705681,41.75223427
8,-87.5741669,41.74140344
7,-87.55367139,41.7467673
7,-87.55596689,41.73939871
14,-87.73250466,41.82180919
18,-87.69005138,41.75791166
18,-87.69006049,41.75825463
39,-87.73801309,41.98334332
15,-87.66349735,41.81213453
20,-87.65836916,41.80387635
20,-87.6472635,41.80091165
20,-87.64865046,41.79805911
14,-87.70969767,41.77548646
3,-87.63538324,41.82103336
15,-87.66823464,41.78062037
17,-87.66783998,41.76580862
